Gene ID	LSV ID	LSV Type	E(PSI) per LSV junction	StDev(E(PSI)) per LSV junction	A5SS	A3SS	ES	Num. Junctions	Num. Exons	Junctions coords	IR coords
SOGA3	SOGA3:s:127446408-127447740	s|1e1.1o1|2e1.1o1	0.076947324;0.92305267	0.046019604261752;0.04601968710789295	True	False	False	2	2	127444282-127446872;127444282-127446408	
HLF	HLF:s:55315227-55315447	s|1e1.1o2|1e1.2o2	0.07820608;0.92179394	0.05031837554132044;0.050317993784252495	False	True	False	2	2	55315447-55320661;55315447-55320664	
SOBP	SOBP:s:107587080-107587175	s|1e1.1o1|1e2.1o1	0.532197;0.46780303	0.12118036626594206;0.12118034880546211	False	False	True	2	3	107587175-107627386;107587175-107633514	
ANKRD20A4	ANKRD20A4:s:64373464-64373637	s|1e1.1o1|1e2.1o1	0.9030205;0.096979484	0.04679393948576823;0.046794168708558764	False	False	True	2	3	64373637-64377521;64373637-64378674	
PTPN4	PTPN4:t:119882097-119882149	t|1e1.1o1|1e2.1o1	0.19243422;0.8075658	0.09700278048190461;0.09700285795317946	False	False	True	2	3	119877542-119882097;119881830-119882097	
SHPRH	SHPRH:s:145934907-145935163	s|1e1.1o1|2e1.1o1	0.025;0.975	0.03388220199399409;0.03388279280684035	True	False	False	2	2	145933178-145935080;145933178-145934907	
SOBP	SOBP:t:107633514-107635469	t|1e1.1o1|1e2.1o1	0.5425725;0.45742756	0.12559567838550947;0.1255956393675201	False	False	True	2	3	107533610-107633514;107587175-107633514	
RYR2	RYR2:s:237680456-237680577	s|1e1.1o1|1e2.1o1	0.8276583;0.1723417	0.05199802543291543;0.05199831975624477	False	False	True	2	3	237680577-237687455;237680577-237698965	
RYR2	RYR2:t:237698965-237699025	t|1e1.1o1|1e2.1o1|1e3.1o1	0.002861283;0.17319885;0.8238738	0.002410400307308008;0.05238427882032012;0.05254334641472357	False	False	True	3	4	237674846-237698965;237680577-237698965;237687504-237698965	
ANKRD20A4	ANKRD20A4:t:64378674-64378811	t|1e1.1o1|1e2.1o1	0.09252854;0.9074714	0.04935737541735398;0.049357386506116326	False	False	True	2	3	64373637-64378674;64377627-64378674	
LINC00265	LINC00265:s:39733568-39734044	s|1e1.1o1|1e2.1o1	0.7722332;0.22776681	0.08040442087661284;0.08040442749642604	False	False	True	2	3	39734044-39763548;39734044-39767404	
SHPRH	SHPRH:s:145933050-145933205	s|1e1.1o1|2e1.1o1	0.76282895;0.23717105	0.11496761615078821;0.11496765097163754	True	False	False	2	2	145927277-145933057;145927277-145933050	
CDC42SE2	CDC42SE2:s:131390993-131391108	s|1e1.1o2|1e1.2o2	0.8917154;0.10828465	0.055163189410761954;0.05516302483295319	False	True	False	2	2	131391108-131391829;131391108-131391918	
UVRAG	UVRAG:t:75983387-75983513	t|1e1.1o1|1e2.1o1	0.983871;0.016129032	0.021574426143529626;0.021575567437045643	False	False	True	2	3	75961549-75983387;75980038-75983387	
CRCP	CRCP:s:66127704-66127740	s|1e1.1o1|1e2.1o1	0.48431373;0.5156863	0.11942362445070084;0.11942358113051837	False	False	True	2	3	66127740-66130127;66127740-66130744	
RYR2	RYR2:s:237760955-237761028	s|1e1.1o1|1e2.1o1	0.0378268;0.9621732	0.02972266811474204;0.02972132869431701	False	False	True	2	3	237761028-237769587;237761028-237770807	
ANKRD20A4	ANKRD20A4:s:64390717-64390786	s|1e1.1o2|1e1.2o2	0.38225108;0.6177489	0.1225894162515061;0.12258941090616533	False	True	False	2	2	64390786-64394738;64390786-64394741	
GK5	GK5:t:142182923-142183049	t|1e1.1o1|1e2.1o1	0.078947365;0.92105263	0.09068902731845338;0.09068900375008401	False	False	True	2	3	142183049-142185929;142183049-142184711	
BMP2K	BMP2K:s:78878734-78879440	s|1e1.1o1|1e2.1o1	0.16458333;0.8354167	0.08088748055420975;0.08088748303388835	False	False	True	2	3	78878891-78887174;78878891-78910610	
PHC1	PHC1:t:8917630-8917791	t|1e1.1o1|1e2.1o1	0.05319149;0.9468085	0.047740294424971;0.047740649731094084	False	False	True	2	3	8914827-8917630;8916069-8917630	
PHC1	PHC1:s:8920985-8921065	s|1e1.1o1|1e2.1o2	0.991735;0.008265028	0.009669179605650524;0.009675102916943276	False	False	True	2	3	8921065-8921601;8921065-8922633	
UVRAG	UVRAG:t:76016815-76016980	t|1e1.1o1|1e2.1o1	0.82475185;0.17524815	0.10449198468030496;0.10449207940594159	False	False	True	2	3	76008867-76016815;76013102-76016815	
RYR2	RYR2:t:237770807-237770887	t|1e1.1o1|1e2.1o1	0.9655578;0.034442205	0.02639967995154278;0.026399393823620606	False	False	True	2	3	237761028-237770807;237769619-237770807	
AGAP6	AGAP6:t:50008711-50010499	t|1e1.1o1|1e2.1o1	0.9948717;0.00512834	0.004630953123343458;0.00461646698754124	False	False	True	2	3	50008076-50008711;50008633-50008711	
ST7	ST7:t:117099762-117099844	t|1e1.1o1|1e2.1o1	0.025;0.975	0.034097807164016156;0.03409943757988545	False	False	True	2	3	116953691-117099762;117020629-117099762	
LINC00265	LINC00265:t:39767404-39767670	t|1e1.1o1|1e2.1o1	0.22547847;0.7745215	0.0903620164212306;0.09036209332448068	False	False	True	2	3	39734044-39767404;39763671-39767404	
PHF14	PHF14:s:10974835-10974945	s|1e1.1o1|1e2.1o1	0.94085336;0.059146624	0.03273977018225041;0.032739211198919066	False	False	True	2	3	10974945-10982372;10974945-10990703	
SETD2	SETD2:s:47083720-47084382	s|1e1.1o1|1e2.1o1	0.17912947;0.8208705	0.07987450573636241;0.07987444148572703	False	False	True	2	3	47081083-47083720;47067118-47083720	
RYR2	RYR2:s:237783675-237784972	s|1e1.1o2|1e1.2o2	0.969483;0.030516956	0.012713431357840059;0.012714544547548766	False	True	False	2	2	237784972-237785969;237784972-237785975	
HLCS	HLCS:s:36759727-36759841	s|1e1.1o1|1e2.1o1	0.01923077;0.9807692	0.02465988163923788;0.024661034876836806	False	False	True	2	3	36756980-36759727;36756755-36759727	
BMP2K	BMP2K:t:78910610-78916365	t|1e1.1o1|1e2.1o1	0.9253565;0.07464349	0.06074220238498725;0.06074210920029678	False	False	True	2	3	78878891-78910610;78887284-78910610	
CRCP	CRCP:t:66130744-66130842	t|1e1.1o1|1e2.1o1	0.6920123;0.30798772	0.1161508317519358;0.11615073073818076	False	False	True	2	3	66127740-66130744;66130248-66130744	
ST7	ST7:s:117131885-117131960	s|1e1.1o1|1e2.1o1	0.38235295;0.61764705	0.14486023698375106;0.1448601959710294	False	False	True	2	3	117131960-117134124;117131960-117136081	
LINC00265	LINC00265:s:39782735-39782799	s|1e1.1o1|1e2.1o1	0.5269886;0.47301137	0.14883078158473786;0.14883076335199516	False	False	True	2	3	39782799-39788482;39782799-39789354	
