Gene ID	LSV ID	LSV Type	E(PSI) per LSV junction	StDev(E(PSI)) per LSV junction	A5SS	A3SS	ES	Num. Junctions	Num. Exons	Junctions coords	IR coords
PTPN4	PTPN4:t:119882097-119882149	t|1e1.1o1|1e2.1o1	0.16143867;0.8385613	0.0757148150121914;0.07571476602620217	False	False	True	2	3	119877542-119882097;119881830-119882097	
PTPN4	PTPN4:s:119920069-119920241	s|1e1.1o1|1e2.1o1	0.9017544;0.09824561	0.04905161091487121;0.04905175536525454	False	False	True	2	3	119920241-119926598;119920241-119932424	
AC018799.1	AC018799.1:t:194419308-194419631	t|1e1.1o1|1e2.1o1	0.9583333;0.041666668	0.06311541661670046;0.06311509770902883	False	False	True	2	3	194377337-194419308;194416418-194419308	
GK5	GK5:t:142182923-142183049	t|1e1.1o1|1e2.1o1	0.050055616;0.9499444	0.058942473950376544;0.05894298454424485	False	False	True	2	3	142183049-142185929;142183049-142184711	
EAF1	EAF1:s:15429913-15430007	s|1e1.1o1|1e2.1o1	0.654304;0.34569597	0.11683086274134143;0.11683085485686295	False	False	True	2	3	15430007-15432087;15430007-15434348	
PTPN4	PTPN4:t:119920069-119920241	t|1e1.1o1|1e2.1o1	0.9097848;0.09021521	0.04607265282658021;0.04607288874717441	False	False	True	2	3	119915242-119920069;119916690-119920069	
PHC1	PHC1:t:8917630-8917791	t|1e1.1o1|1e2.1o1	0.014357025;0.985643	0.012581749997700203;0.012584867472671296	False	False	True	2	3	8914827-8917630;8916069-8917630	
SOBP	SOBP:s:107587080-107587175	s|1e1.1o1|1e2.1o1	0.021286232;0.97871375	0.026554198474705908;0.02655283605795264	False	False	True	2	3	107587175-107627386;107587175-107633514	
SOBP	SOBP:t:107633514-107635469	t|1e1.1o1|1e2.1o1	0.6145623;0.38543773	0.08994376236137357;0.08994376898837533	False	False	True	2	3	107533610-107633514;107587175-107633514	
SOGA3	SOGA3:s:127446408-127447740	s|1e1.1o1|2e1.1o1	0.37816945;0.6218306	0.11717732702516602;0.11717739114026714	True	False	False	2	2	127444282-127446872;127444282-127446408	
ANKRD20A4	ANKRD20A4:s:64373464-64373637	s|1e1.1o1|1e2.1o1	0.9606079;0.03939206	0.031244217461881527;0.031244174606987574	False	False	True	2	3	64373637-64377521;64373637-64378674	
ANKRD20A4	ANKRD20A4:t:64378674-64378811	t|1e1.1o1|1e2.1o1	0.07043651;0.9295635	0.05247426695337858;0.05247415120919697	False	False	True	2	3	64373637-64378674;64377627-64378674	
EAF1	EAF1:t:15434348-15434538	t|1e1.1o1|1e2.1o1	0.6510416;0.3489583	0.15823737835363386;0.15823740320523716	False	False	True	2	3	15430007-15434348;15432223-15434348	
SHPRH	SHPRH:s:145934907-145935163	s|1e1.1o1|2e1.1o1	0.054373525;0.9456265	0.050395708910825995;0.05039561375191245	True	False	False	2	2	145933178-145935080;145933178-145934907	
CDC42SE2	CDC42SE2:s:131390993-131391108	s|1e1.1o2|1e1.2o2	0.7288607;0.27113932	0.04585979293100429;0.045859615615677106	False	True	False	2	2	131391108-131391829;131391108-131391918	
SHPRH	SHPRH:s:145933050-145933205	s|1e1.1o1|2e1.1o1	0.98275864;0.01724138	0.024672277181294364;0.0246729076862958	True	False	False	2	2	145927277-145933057;145927277-145933050	
PHF14	PHF14:s:10974835-10974945	s|1e1.1o1|1e2.1o1	0.5069444;0.49305555	0.1292578597013427;0.12925785996289504	False	False	True	2	3	10974945-10982372;10974945-10990703	
RYR2	RYR2:s:237680456-237680577	s|1e1.1o1|1e2.1o1	0.6811869;0.31881315	0.12472567332083909;0.12472567245185265	False	False	True	2	3	237680577-237687455;237680577-237698965	
RYR2	RYR2:t:237698965-237699025	t|1e1.1o1|1e2.1o1|1e3.1o1	0.08653846;0.29495615;0.6021756	0.07453518298728683;0.10936020394356025;0.12128418429984528	False	False	True	3	4	237674846-237698965;237680577-237698965;237687504-237698965	
AGAP6	AGAP6:t:50008711-50010499	t|1e1.1o1|1e2.1o1	0.9899324;0.010067567	0.008247876170650965;0.008244856774963007	False	False	True	2	3	50008076-50008711;50008633-50008711	
PTPN4	PTPN4:t:119932424-119932549	t|1e1.1o1|1e2.1o1	0.050858855;0.94914114	0.0303260102346202;0.030325109858749685	False	False	True	2	3	119920241-119932424;119926666-119932424	
PHC1	PHC1:s:8920985-8921065	s|1e1.1o1|1e2.1o2	0.9939759;0.006024096	0.005706632557285251;0.005695190582543016	False	False	True	2	3	8921065-8921601;8921065-8922633	
UVRAG	UVRAG:t:75983387-75983513	t|1e1.1o1|1e2.1o1	0.79045457;0.20954545	0.08188238135365467;0.08188254650909606	False	False	True	2	3	75961549-75983387;75980038-75983387	
UVRAG	UVRAG:t:76016815-76016980	t|1e1.1o1|1e2.1o1	0.59623015;0.40376985	0.13817833250574135;0.1381784106988523	False	False	True	2	3	76008867-76016815;76013102-76016815	
SETD2	SETD2:s:47083720-47084382	s|1e1.1o1|1e2.1o1	0.10095686;0.89904314	0.039217735493755596;0.03921811569819816	False	False	True	2	3	47081083-47083720;47067118-47083720	
MBOAT2	MBOAT2:t:8860613-8860764	t|1e1.1o1|1e2.1o1	0.17783785;0.82216215	0.07836362212115384;0.0783638934315443	False	False	True	2	3	8860764-8862590;8860764-8862271	
PHF14	PHF14:t:10990703-10990847	t|1e1.1o1|1e2.1o1	0.7999012;0.20009881	0.1382698024036763;0.13826976587281078	False	False	True	2	3	10974945-10990703;10983159-10990703	
PHC1	PHC1:t:8922633-8922788	t|1e1.1o1|1e2.1o1|2e2.1o1	0.003508772;0.66104865;0.3353243	0.0034440301094386255;0.06399843917060906;0.06393686911279499	False	True	True	3	3	8921065-8922633;8921750-8922633;8921750-8922657	
RYR2	RYR2:s:237760955-237761028	s|1e1.1o1|1e2.1o1	0.08122335;0.91877663	0.05390666749592354;0.05390651132313161	False	False	True	2	3	237761028-237769587;237761028-237770807	
SETD2	SETD2:t:47067070-47067118	t|1e1.1o1|1e2.1o1	0.94837403;0.051625997	0.02749000550182759;0.02749066815616639	False	False	True	2	3	47067118-47083720;47067118-47079512	
