Gene ID	LSV ID	LSV Type	E(PSI) per LSV junction	StDev(E(PSI)) per LSV junction	A5SS	A3SS	ES	Num. Junctions	Num. Exons	Junctions coords	IR coords
ANKRD20A4	ANKRD20A4:s:64373464-64373637	s|1e1.1o1|1e2.1o1	0.78166664;0.21833333	0.10668477064518478;0.10668471885385784	False	False	True	2	3	64373637-64377521;64373637-64378674	
LINC00265	LINC00265:s:39733568-39734044	s|1e1.1o1|1e2.1o1	0.3204509;0.6795491	0.1163096658974232;0.1163097675544935	False	False	True	2	3	39734044-39763548;39734044-39767404	
HLF	HLF:s:55315227-55315447	s|1e1.1o2|1e1.2o2	0.0069444445;0.9930556	0.0074434945292891925;0.007441637967972145	False	True	False	2	2	55315447-55320661;55315447-55320664	
RYR2	RYR2:s:237680456-237680577	s|1e1.1o1|1e2.1o1	0.9721942;0.027805801	0.020779230561005366;0.020779193567791707	False	False	True	2	3	237680577-237687455;237680577-237698965	
RYR2	RYR2:t:237698965-237699025	t|1e1.1o1|1e2.1o1|1e3.1o1	0.0026990995;0.026461693;0.9708922	0.0021230271277681728;0.020496859657499294;0.021333359291877466	False	False	True	3	4	237674846-237698965;237680577-237698965;237687504-237698965	
ANKRD20A4	ANKRD20A4:t:64378674-64378811	t|1e1.1o1|1e2.1o1	0.18844539;0.8115546	0.10667075291158909;0.10667056909954346	False	False	True	2	3	64373637-64378674;64377627-64378674	
LINC00265	LINC00265:t:39767404-39767670	t|1e1.1o1|1e2.1o1	0.28575033;0.7142497	0.06700597373224144;0.06700610192862974	False	False	True	2	3	39734044-39767404;39763671-39767404	
ASNSD1	ASNSD1:s:189663901-189663954	s|1e1.1o2|1e1.2o2	0.97559524;0.024404762	0.032886137830211784;0.032886626195205035	False	True	False	2	2	189663954-189665376;189663954-189665422	
PHF14	PHF14:s:10974835-10974945	s|1e1.1o1|1e2.1o1	0.989272;0.01072797	0.008327141572209122;0.008329279304447263	False	False	True	2	3	10974945-10982372;10974945-10990703	
RYR2	RYR2:s:237760955-237761028	s|1e1.1o1|1e2.1o1	0.007874504;0.9921255	0.008276046722612285;0.00826585582021864	False	False	True	2	3	237761028-237769587;237761028-237770807	
THUMPD2	THUMPD2:s:39769710-39770119	s|1e1.1o1|1e2.1o1	0.95454544;0.045454547	0.06980311481203402;0.06980342726222326	False	False	True	2	3	39769093-39769710;39768501-39769710	
SHPRH	SHPRH:s:145934907-145935163	s|1e1.1o1|2e1.1o1	0.1612395;0.8387605	0.09291694362657343;0.09291702803991105	True	False	False	2	2	145933178-145935080;145933178-145934907	
PHC1	PHC1:t:8917630-8917791	t|1e1.1o1|1e2.1o1	0.017857144;0.98214287	0.02249670644360774;0.02249725422043171	False	False	True	2	3	8914827-8917630;8916069-8917630	
RYR2	RYR2:t:237770807-237770887	t|1e1.1o1|1e2.1o1	0.9921255;0.007874504	0.00826585582021864;0.008276046722612285	False	False	True	2	3	237761028-237770807;237769619-237770807	
ST7	ST7:s:117131885-117131960	s|1e1.1o1|1e2.1o1	0.03846154;0.96153843	0.05464093407329139;0.05464104498069351	False	False	True	2	3	117131960-117134124;117131960-117136081	
SOGA3	SOGA3:s:127446408-127447740	s|1e1.1o1|2e1.1o1	0.007352941;0.99264705	0.007680051949012184;0.007678287078883947	True	False	False	2	2	127444282-127446872;127444282-127446408	
CRCP	CRCP:s:66127704-66127740	s|1e1.1o1|1e2.1o1	0.35092592;0.6490741	0.1179253550770698;0.11792542398696189	False	False	True	2	3	66127740-66130127;66127740-66130744	
PHC1	PHC1:s:8920985-8921065	s|1e1.1o1|1e2.1o2	0.85114884;0.14885116	0.053898167081864484;0.053897894127289174	False	False	True	2	3	8921065-8921601;8921065-8922633	
EAF1	EAF1:s:15429913-15430007	s|1e1.1o1|1e2.1o1	0.096875;0.903125	0.11419299033726077;0.1141929649830402	False	False	True	2	3	15430007-15432087;15430007-15434348	
BMP2K	BMP2K:s:78878734-78879440	s|1e1.1o1|1e2.1o1	0.078125;0.921875	0.06059846470145871;0.060598130640713704	False	False	True	2	3	78878891-78887174;78878891-78910610	
AGAP6	AGAP6:t:50008711-50010499	t|1e1.1o1|1e2.1o1	0.9862988;0.013701201	0.018264115502829345;0.0182628980766537	False	False	True	2	3	50008076-50008711;50008633-50008711	
PTPN4	PTPN4:s:119920069-119920241	s|1e1.1o1|1e2.1o1	0.77840906;0.2215909	0.05729155597868078;0.0572918271071295	False	False	True	2	3	119920241-119926598;119920241-119932424	
CRCP	CRCP:t:66130744-66130842	t|1e1.1o1|1e2.1o1	0.8117857;0.18821429	0.10131466176368999;0.10131455638871331	False	False	True	2	3	66127740-66130744;66130248-66130744	
PHC1	PHC1:t:8922633-8922788	t|1e1.1o1|1e2.1o1|2e2.1o1	0.27088553;0.6449618;0.068055555	0.09630743430736885;0.10782830465833695;0.06260206810781946	False	True	True	3	3	8921065-8922633;8921750-8922633;8921750-8922657	
BMP2K	BMP2K:t:78910610-78916365	t|1e1.1o1|1e2.1o1	0.983871;0.016129032	0.021302827144424427;0.021304959842729336	False	False	True	2	3	78878891-78910610;78887284-78910610	
PHF14	PHF14:s:11061791-11061851	s|1e1.1o1|2e1.1o1	0.882441;0.117559016	0.06066320259350809;0.06066304361273496	True	False	False	2	2	11061841-11061964;11061851-11061964	
UBTF	UBTF:s:44212819-44212939	s|1e1.1o1|1e2.1o1	0.16666667;0.8333333	0.1275717756601298;0.12757185175676042	False	False	True	2	3	44212454-44212819;44212006-44212819	
DDX3Y	DDX3Y:t:12907537-12907594	t|1e1.1o1|1e2.1o1	0.8943452;0.10565476	0.1039809212708542;0.10398087146841899	False	False	True	2	3	12904981-12907537;12905815-12907537	
PHF14	PHF14:s:11061964-11062085	s|1e1.1o1|1e2.1o1|1e3.1o1	0.13148147;0.576801;0.29195178	0.08051010735136772;0.1297659671602113;0.11536580031590658	False	False	True	3	4	11062085-11062671;11062085-11102486;11062085-11111350	
LGALS8	LGALS8:s:236542761-236542787	s|1e1.1o1|1e2.1o1	0.045454547;0.95454544	0.07843453600077946;0.07843431666117796	False	False	True	2	3	236542787-236542915;236542787-236543560	
SHPRH	SHPRH:s:145933050-145933205	s|1e1.1o1|2e1.1o1	0.74107146;0.25892857	0.11287615059218363;0.11287616543032246	True	False	False	2	2	145927277-145933057;145927277-145933050	
ST7	ST7:t:117136081-117136235	t|1e1.1o1|1e2.1o1	0.84375;0.15625	0.1296320026045359;0.1296320031847193	False	False	True	2	3	117131960-117136081;117134192-117136081	
UBTF	UBTF:t:44211873-44212006	t|1e1.1o1|1e2.1o1	0.9599359;0.040064104	0.05908915446655231;0.05908897366479888	False	False	True	2	3	44212006-44212819;44212006-44212344	
RYR2	RYR2:s:237783675-237784972	s|1e1.1o2|1e1.2o2	0.97720504;0.022794954	0.012649306841660903;0.01264832296443734	False	True	False	2	2	237784972-237785969;237784972-237785975	
UVRAG	UVRAG:t:75983387-75983513	t|1e1.1o1|1e2.1o1	0.9288194;0.07118055	0.05815659710457291;0.05815657354391504	False	False	True	2	3	75961549-75983387;75980038-75983387	
TCP1	TCP1:s:159787743-159787871	s|1e1.1o1|1e2.1o1	0.57796097;0.42203897	0.14546574737251142;0.1454657503760249	False	False	True	2	3	159785997-159787743;159784067-159787743	
BMS1P20	BMS1P20:s:22303943-22304114	s|1e1.1o2|1e1.2o2	0.7910595;0.2089405	0.07492897473123915;0.07492905885015605	False	True	False	2	2	22304114-22306790;22304114-22306833	
LGALS8	LGALS8:t:236543560-236543648	t|1e1.1o1|1e2.1o1	0.95454544;0.045454547	0.07843431666117796;0.07843453600077946	False	False	True	2	3	236542787-236543560;236543040-236543560	
UBA6	UBA6:s:67644698-67644778	s|1e1.1o1|1e2.1o1	0.8392099;0.16079003	0.10798398170354709;0.1079839984561352	False	False	True	2	3	67641228-67644698;67639124-67644698	
TCP1	TCP1:t:159783941-159784067	t|1e1.1o1|1e2.1o1	0.1484375;0.8515625	0.06251391431708944;0.06251390164259592	False	False	True	2	3	159784067-159787743;159784067-159784666	
UBA6	UBA6:t:67638943-67639124	t|1e1.1o1|1e2.1o1	0.17524815;0.82475185	0.09855903874012448;0.098558851912491	False	False	True	2	3	67639124-67644698;67639124-67641151	
DDX3Y	DDX3Y:s:12916517-12916634	s|1e1.1o2|1e1.2o2	0.97619045;0.023809524	0.032355013985198015;0.032354044000028837	False	True	False	2	2	12916634-12916907;12916634-12916976	
PPP2R5E	PPP2R5E:s:63382056-63382157	s|1e1.1o1|2e1.1o1	0.041666668;0.9583333	0.06540370806584223;0.06540362102020178	True	False	False	2	2	63376108-63382071;63376108-63382056	
TRIP11	TRIP11:s:92039547-92040140	s|1e1.1o2|1e1.2o2	0.9254982;0.07450181	0.04915971380048667;0.049160141962059006	False	True	False	2	2	92033253-92039547;92033250-92039547	
